Genera,category,Gene,gene_family,consensus_gene_name,consensus_product,threshold,alleles_at_maximum_threshold,number_genomes,average_dose,min_dose,max_dose,genomes_containing_fissions,genomes_containing_duplications,number_fission_loci,number_duplicated_loci,no_loci,products,gene_names,min_length(bp),max_length(bp),average_length(bp),cluster,cluster_order,ctg11571_94x_c_out,ctg11573_57x_c_out,ctg11580_43x_c_out,ctg11583_26x_l_out,ctg12262_45x_rc_out,ctg12265_259x_c_out,ctg17713_78x_rc_out,ctg17714_147x_c_out,ctg19218_26x_l_out,ctg28506_71x_c_out,ctg28510_23x_c_out,ctg28514_14x_l_out,ctg28519_42x_rc_out,ctg28529_146x_c_out,ctg31170_33x_c_out,ctg3232_136x_c_out,ctg3233_28x_c_out,ctg3237_11x_rc_out,ctg3239_19x_c_out,ctg3535_13x_c_out,ctg3537_17x_c_out,ctg3538_48x_rc_out,ctg3539_72x_c_out,ctg38907_13x_c_out,ctg3918_9x_c_out,ctg4047_12x_l_out,ctg4048_27x_c_out,ctg50905_118x_l_out,ctg50906_34x_c_out,ctg5737_54x_c_out,ctg6176_23x_c_out,ctg6275_14x_rc_out,ctg6277_75x_c_out,ctg6823_21x_c_out,ctg6826_23x_c_out,ctg6853_20x_rc_out,ctg7042_92x_c_out,ctg7044_122x_c_out,ctg7139_147x_c_out,ctg7140_24x_rc_out,ctg7143_29x_rc_out,ctg7145_199x_c_out,ctg7146_44x_c_out,ctg7556_40x_c_out,ctg7560_68x_c_out,ctg7563_129x_c_out,ctg7571_82x_c_out,ctg7608_72x_c_out,ctg8298_26x_c_out,ctg8299_8x_l_out,ctg8300_17x_c_out,ctg8302_19x_c_out,ctg8305_31x_c_out,ctg8306_37x_l_out,ctg9278_89x_c_out,ctg9279_63x_c_out,ctg9281_23x_c_out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008208_000000004,g000008208,,hypothetical protein,90,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),237,237,237,4561,3,,,,,,,,,,ctg12267_311x_c_out_02463,,ctg13582_103x_c_out_03420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00560,,,,,ctg3543_244x_c_out_01643,,,,,,,ctg3921_245x_c_out_02917,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00084,,,ctg6832_406x_c_out_00316,,,,,,,ctg7473_370x_c_out_00972,,,,,ctg7617_394x_rc_out_01882,,ctg7619_1165x_rc_out_01068,,,,,ctg8355_648x_c_out_00138,,,ctg8504_891x_rc_out_02510,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000011519_000000003,g000011519,,hypothetical protein,80,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),606,606,606,4554,7,,,,,,,,,,ctg12267_311x_c_out_02481,,ctg13582_103x_c_out_03438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00579,,,,,ctg3543_244x_c_out_01661,,,,,,,ctg3921_245x_c_out_02899,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00102,,,ctg6832_406x_c_out_00298,,,,,,,ctg7473_370x_c_out_00990,,,,,ctg7617_394x_rc_out_01900,,ctg7619_1165x_rc_out_01086,,,,,ctg8355_648x_c_out_00120,,,ctg8504_891x_rc_out_02492,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000004695_1_000000001,g000004695_1,,hypothetical protein,60,4,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),3108,3135,3123,4554,14,,,,,,,,,,ctg12267_311x_c_out_02488,,ctg13582_103x_c_out_03445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00586,,,,,ctg3543_244x_c_out_01668,,,,,,,ctg3921_245x_c_out_02892,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00109,,,ctg6832_406x_c_out_00291,,,,,,,ctg7473_370x_c_out_00997,,,,,ctg7617_394x_rc_out_01907,,ctg7619_1165x_rc_out_01093,,,,,ctg8355_648x_c_out_00113,,,ctg8504_891x_rc_out_02485,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000004527_000000003,g000004527,,hypothetical protein,80,6,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),510,681,601,4557,3,,,,,,,,,,ctg12267_311x_c_out_02492,,ctg13582_103x_c_out_00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00590,,,,,ctg3543_244x_c_out_01672,,,,,,,ctg3921_245x_c_out_02888,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00113,,,ctg6832_406x_c_out_00287,,,,,,,ctg7473_370x_c_out_01001,,,,,ctg7617_394x_rc_out_01911,,ctg7619_1165x_rc_out_01097,,,,,ctg8355_648x_c_out_00109,,,ctg8504_891x_rc_out_02481,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000006171_000000003,g000006171,,hypothetical protein,80,4,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),126,126,126,4784,1,,,,,,,,,,ctg12267_311x_c_out_02473,,ctg13582_103x_c_out_03430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00571,,,,,ctg3543_244x_c_out_01653,,,,,,,ctg3921_245x_c_out_02907,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00094,,,ctg6832_406x_c_out_00306,,,,,,,ctg7473_370x_c_out_00981,,,,,ctg7617_394x_rc_out_01892,,ctg7619_1165x_rc_out_01078,,,,,ctg8355_648x_c_out_00128,,,ctg8504_891x_rc_out_02501,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000006440_000000005,g000006440,,hypothetical protein,95,4,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),318,336,333,4617,1,,,,,,,,,,ctg12267_311x_c_out_02452,,ctg13582_103x_c_out_03411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00551,,,,,ctg3543_244x_c_out_01634,,,,,,,ctg3921_245x_c_out_02926,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00075,,,ctg6832_406x_c_out_00325,,,,,,,ctg7473_370x_c_out_00957,,,,,ctg7617_394x_rc_out_01870,,ctg7619_1165x_rc_out_01057,,,,,ctg8355_648x_c_out_00147,,,ctg8504_891x_rc_out_02525,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000006596_000000004,g000006596,,hypothetical protein,90,4,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),468,471,468.25,4564,1,,,,,,,,,,ctg12267_311x_c_out_02509,,ctg13582_103x_c_out_00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00606,,,,,ctg3543_244x_c_out_01688,,,,,,,ctg3921_245x_c_out_02871,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00131,,,ctg6832_406x_c_out_00270,,,,,,,ctg7473_370x_c_out_01020,,,,,ctg7617_394x_rc_out_01927,,ctg7619_1165x_rc_out_01114,,,,,ctg8355_648x_c_out_00092,,,ctg8504_891x_rc_out_02462,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000007351_000000004,g000007351,,hypothetical protein,90,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1116,1167,1158.5,4564,4,,,,,,,,,,ctg12267_311x_c_out_02512,,ctg13582_103x_c_out_00023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00609,,,,,ctg3543_244x_c_out_01691,,,,,,,ctg3921_245x_c_out_02868,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00134,,,ctg6832_406x_c_out_00267,,,,,,,ctg7473_370x_c_out_01023,,,,,ctg7617_394x_rc_out_01930,,ctg7619_1165x_rc_out_01117,,,,,ctg8355_648x_c_out_00089,,,ctg8504_891x_rc_out_02459,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008437_000000002,g000008437,,hypothetical protein,70,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),333,333,333,4564,2,,,,,,,,,,ctg12267_311x_c_out_02510,,ctg13582_103x_c_out_00021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00607,,,,,ctg3543_244x_c_out_01689,,,,,,,ctg3921_245x_c_out_02870,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00132,,,ctg6832_406x_c_out_00269,,,,,,,ctg7473_370x_c_out_01021,,,,,ctg7617_394x_rc_out_01928,,ctg7619_1165x_rc_out_01115,,,,,ctg8355_648x_c_out_00091,,,ctg8504_891x_rc_out_02461,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008444_000000002,g000008444,,hypothetical protein,70,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),315,330,328.75,4678,1,,,,,,,,,,ctg12267_311x_c_out_02467,,ctg13582_103x_c_out_03423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00563,,,,,ctg3543_244x_c_out_01646,,,,,,,ctg3921_245x_c_out_02914,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00087,,,ctg6832_406x_c_out_00313,,,,,,,ctg7473_370x_c_out_00975,,,,,ctg7617_394x_rc_out_01885,,ctg7619_1165x_rc_out_01071,,,,,ctg8355_648x_c_out_00135,,,ctg8504_891x_rc_out_02507,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000011560_000000005,g000011560,,hypothetical protein,95,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),591,591,591,4557,2,,,,,,,,,,ctg12267_311x_c_out_02491,,ctg13582_103x_c_out_00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00589,,,,,ctg3543_244x_c_out_01671,,,,,,,ctg3921_245x_c_out_02889,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00112,,,ctg6832_406x_c_out_00288,,,,,,,ctg7473_370x_c_out_01000,,,,,ctg7617_394x_rc_out_01910,,ctg7619_1165x_rc_out_01096,,,,,ctg8355_648x_c_out_00110,,,ctg8504_891x_rc_out_02482,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008473_000000001,g000008473,,hypothetical protein,60,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),303,303,303,4567,2,,,,,,,,,,ctg12267_311x_c_out_02470,,ctg13582_103x_c_out_03427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00567,,,,,ctg3543_244x_c_out_01650,,,,,,,ctg3921_245x_c_out_02910,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00091,,,ctg6832_406x_c_out_00309,,,,,,,ctg7473_370x_c_out_00978,,,,,ctg7617_394x_rc_out_01889,,ctg7619_1165x_rc_out_01075,,,,,ctg8355_648x_c_out_00131,,,ctg8504_891x_rc_out_02504,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008538_000000005,g000008538,,hypothetical protein,95,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),432,432,432,4554,10,,,,,,,,,,ctg12267_311x_c_out_02484,,ctg13582_103x_c_out_03441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00582,,,,,ctg3543_244x_c_out_01664,,,,,,,ctg3921_245x_c_out_02896,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00105,,,ctg6832_406x_c_out_00295,,,,,,,ctg7473_370x_c_out_00993,,,,,ctg7617_394x_rc_out_01903,,ctg7619_1165x_rc_out_01089,,,,,ctg8355_648x_c_out_00117,,,ctg8504_891x_rc_out_02489,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008660_000000005,g000008660,,hypothetical protein,95,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),276,543,519.5,4554,2,,,,,,,,,,ctg12267_311x_c_out_02476,,ctg13582_103x_c_out_03433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00574,,,,,ctg3543_244x_c_out_01656,,,,,,,ctg3921_245x_c_out_02904,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00097,,,ctg6832_406x_c_out_00303,,,,,,,ctg7473_370x_c_out_00985,,,,,ctg7617_394x_rc_out_01895,,ctg7619_1165x_rc_out_01081,,,,,ctg8355_648x_c_out_00125,,,ctg8504_891x_rc_out_02497,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008681_000000004,g000008681,,hypothetical protein,90,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),522,522,522,4661,1,,,,,,,,,,ctg12267_311x_c_out_02505,,ctg13582_103x_c_out_00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00603,,,,,ctg3543_244x_c_out_01685,,,,,,,ctg3921_245x_c_out_02875,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00127,,,ctg6832_406x_c_out_00274,,,,,,,ctg7473_370x_c_out_01015,,,,,ctg7617_394x_rc_out_01924,,ctg7619_1165x_rc_out_01110,,,,,ctg8355_648x_c_out_00096,,,ctg8504_891x_rc_out_02467,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008711_000000003,g000008711,,hypothetical protein,80,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),279,492,473.5,4567,3,,,,,,,,,,ctg12267_311x_c_out_02471,,ctg13582_103x_c_out_03428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00569,,,,,ctg3543_244x_c_out_01651,,,,,,,ctg3921_245x_c_out_02909,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00092,,,ctg6832_406x_c_out_00308,,,,,,,ctg7473_370x_c_out_00979,,,,,ctg7617_394x_rc_out_01890,,ctg7619_1165x_rc_out_01076,,,,,ctg8355_648x_c_out_00130,,,ctg8504_891x_rc_out_02503,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000010192_000000003,g000010192,,hypothetical protein,80,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1068,1077,1074,4557,1,,,,,,,,,,ctg12267_311x_c_out_02490,,ctg13582_103x_c_out_00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00588,,,,,ctg3543_244x_c_out_01670,,,,,,,ctg3921_245x_c_out_02890,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00111,,,ctg6832_406x_c_out_00289,,,,,,,ctg7473_370x_c_out_00999,,,,,ctg7617_394x_rc_out_01909,,ctg7619_1165x_rc_out_01095,,,,,ctg8355_648x_c_out_00111,,,ctg8504_891x_rc_out_02483,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000010847_000000005,g000010847,,hypothetical protein,95,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),774,774,774,4554,3,,,,,,,,,,ctg12267_311x_c_out_02477,,ctg13582_103x_c_out_03434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00575,,,,,ctg3543_244x_c_out_01657,,,,,,,ctg3921_245x_c_out_02903,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00098,,,ctg6832_406x_c_out_00302,,,,,,,ctg7473_370x_c_out_00986,,,,,ctg7617_394x_rc_out_01896,,ctg7619_1165x_rc_out_01082,,,,,ctg8355_648x_c_out_00124,,,ctg8504_891x_rc_out_02496,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000015752_000000006,g000015752,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1179,1179,1179,4557,4,,,,,,,,,,ctg12267_311x_c_out_02493,,ctg13582_103x_c_out_00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00591,,,,,ctg3543_244x_c_out_01673,,,,,,,ctg3921_245x_c_out_02887,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00114,,,ctg6832_406x_c_out_00286,,,,,,,ctg7473_370x_c_out_01002,,,,,ctg7617_394x_rc_out_01912,,ctg7619_1165x_rc_out_01098,,,,,ctg8355_648x_c_out_00108,,,ctg8504_891x_rc_out_02480,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000011270_000000003,g000011270,,hypothetical protein,80,2,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),642,660,643.5,4554,4,,,,,,,,,,ctg12267_311x_c_out_02478,,ctg13582_103x_c_out_03435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00576,,,,,ctg3543_244x_c_out_01658,,,,,,,ctg3921_245x_c_out_02902,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00099,,,ctg6832_406x_c_out_00301,,,,,,,ctg7473_370x_c_out_00987,,,,,ctg7617_394x_rc_out_01897,,ctg7619_1165x_rc_out_01083,,,,,ctg8355_648x_c_out_00123,,,ctg8504_891x_rc_out_02495,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000008482_000000005,g000008482,,hypothetical protein,95,3,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),297,297,297,4554,1,,,,,,,,,,ctg12267_311x_c_out_02475,,ctg13582_103x_c_out_03432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00573,,,,,ctg3543_244x_c_out_01655,,,,,,,ctg3921_245x_c_out_02905,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00096,,,ctg6832_406x_c_out_00304,,,,,,,ctg7473_370x_c_out_00983,,,,,ctg7617_394x_rc_out_01894,,ctg7619_1165x_rc_out_01080,,,,,ctg8355_648x_c_out_00126,,,ctg8504_891x_rc_out_02499,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000016275_000000006,g000016275,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1098,1098,1098,4554,12,,,,,,,,,,ctg12267_311x_c_out_02486,,ctg13582_103x_c_out_03443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00584,,,,,ctg3543_244x_c_out_01666,,,,,,,ctg3921_245x_c_out_02894,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00107,,,ctg6832_406x_c_out_00293,,,,,,,ctg7473_370x_c_out_00995,,,,,ctg7617_394x_rc_out_01905,,ctg7619_1165x_rc_out_01091,,,,,ctg8355_648x_c_out_00115,,,ctg8504_891x_rc_out_02487,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000024563_000000006,g000024563,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),534,534,534,4554,11,,,,,,,,,,ctg12267_311x_c_out_02485,,ctg13582_103x_c_out_03442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00583,,,,,ctg3543_244x_c_out_01665,,,,,,,ctg3921_245x_c_out_02895,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00106,,,ctg6832_406x_c_out_00294,,,,,,,ctg7473_370x_c_out_00994,,,,,ctg7617_394x_rc_out_01904,,ctg7619_1165x_rc_out_01090,,,,,ctg8355_648x_c_out_00116,,,ctg8504_891x_rc_out_02488,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000021521_000000006,g000021521,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),198,198,198,4561,2,,,,,,,,,,ctg12267_311x_c_out_02462,,ctg13582_103x_c_out_03419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00559,,,,,ctg3543_244x_c_out_01642,,,,,,,ctg3921_245x_c_out_02918,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00083,,,ctg6832_406x_c_out_00317,,,,,,,ctg7473_370x_c_out_00971,,,,,ctg7617_394x_rc_out_01881,,ctg7619_1165x_rc_out_01067,,,,,ctg8355_648x_c_out_00139,,,ctg8504_891x_rc_out_02511,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000020615_000000006,g000020615,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),243,243,243,4561,1,,,,,,,,,,ctg12267_311x_c_out_02460,,ctg13582_103x_c_out_03417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00557,,,,,ctg3543_244x_c_out_01640,,,,,,,ctg3921_245x_c_out_02920,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00081,,,ctg6832_406x_c_out_00319,,,,,,,ctg7473_370x_c_out_00969,,,,,ctg7617_394x_rc_out_01879,,ctg7619_1165x_rc_out_01065,,,,,ctg8355_648x_c_out_00141,,,ctg8504_891x_rc_out_02513,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000005883_000000001,g000005883,,hypothetical protein,60,4,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),1038,1083,1054.25,4567,1,,,,,,,,,,ctg12267_311x_c_out_02469,,ctg13582_103x_c_out_03426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00566,,,,,ctg3543_244x_c_out_01649,,,,,,,ctg3921_245x_c_out_02911,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00090,,,ctg6832_406x_c_out_00310,,,,,,,ctg7473_370x_c_out_00977,,,,,ctg7617_394x_rc_out_01888,,ctg7619_1165x_rc_out_01074,,,,,ctg8355_648x_c_out_00132,,,ctg8504_891x_rc_out_02505,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000025044_000000006,g000025044,,hypothetical protein,98,1,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),471,471,471,4574,2,,,,,,,,,,ctg12267_311x_c_out_02501,,ctg13582_103x_c_out_00012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00599,,,,,ctg3543_244x_c_out_01681,,,,,,,ctg3921_245x_c_out_02879,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00123,,,ctg6832_406x_c_out_00278,,,,,,,ctg7473_370x_c_out_01011,,,,,ctg7617_394x_rc_out_01920,,ctg7619_1165x_rc_out_01106,,,,,ctg8355_648x_c_out_00100,,,ctg8504_891x_rc_out_02471,,,,,,,,,,,,,,,,,,,,,,
Prevotella,breastfed_bool,g000005349_000000004,g000005349,,hypothetical protein,90,5,12,1,1,1,0,0,0,0,12,hypothetical protein(12),NA(12),342,342,342,4561,4,,,,,,,,,,ctg12267_311x_c_out_02465,,ctg13582_103x_c_out_03421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctg3243_993x_c_out_00561,,,,,ctg3543_244x_c_out_01644,,,,,,,ctg3921_245x_c_out_02916,,,,,,,,,,,,,,,,,,,,,ctg6182_696x_c_out_00085,,,ctg6832_406x_c_out_00315,,,,,,,ctg7473_370x_c_out_00973,,,,,ctg7617_394x_rc_out_01883,,ctg7619_1165x_rc_out_01069,,,,,ctg8355_648x_c_out_00137,,,ctg8504_891x_rc_out_02509,,,,,,,,,,,,,,,,,,,,,,
